profile_id,Wmax_m,W1_m,W2_m,Dmax_m,H1_m,H2_m,B1_deg,B2_deg,SWmax_deg,Aspect_ratio_W_D
40,15678.154530431319,9765.737766905984,5912.416763525335,1129.0389963871544,9811.610017085468,6040.813187784259,84.37193625039083,78.11405115364816,84.37193625039083,13.886282564730106
41,15676.292743331389,8142.708972429757,7533.583770901631,1365.4110041743934,8231.86985490045,7683.57517382331,81.49588350840746,78.6015326608797,81.49588350840746,11.48100659464817
42,13848.504862137315,7578.168665858598,6270.336196278718,1369.5990405655402,7655.115501553984,6472.991878937914,81.64209858383224,75.43700830582817,81.64209858383224,10.111357011771076
43,12062.859942575797,5043.7310770509575,7019.128865524838,1092.9117377259095,5100.467796254846,7189.9800577786655,80.86489617618186,76.675156614856,80.86489617618186,11.037359675243081
44,11586.012921829199,5450.553589967029,6135.459331862169,1318.479115382117,5534.572301507657,6372.3168801670445,79.49313806835106,73.75414759183535,79.49313806835106,8.787407238127834
45,11878.460324820018,5867.195844448752,6011.2644803712665,1371.2194163507324,5936.127675298409,6290.0727144650755,80.47509013934456,72.07203181616099,80.47509013934456,8.662698458888894
46,11849.15587544262,6605.705697532326,5243.450177910295,1130.2933214262403,6658.5258596516505,5417.725882672362,82.44824736761284,75.16592360865829,82.44824736761284,10.483257443732374
47,13495.980988723808,8820.283123230307,4675.697865493502,1136.2199886760995,8856.63863437891,4856.709626788375,84.48672790039669,74.13831867959317,84.48672790039669,11.877964763187322
48,15558.196402632007,10761.788029170433,4796.408373461574,1285.4020156164624,10807.922111971931,5000.4069626821365,84.5325692444141,73.50112148633697,84.5325692444141,12.103759145865736
49,18649.15087102944,10776.796589232374,7872.354281797067,1204.0880928390598,10834.3905887821,7973.9287570444985,84.07233642635826,80.83243896531485,84.07233642635826,15.488194744171524
50,19444.716702292542,10517.41342922579,8927.303273066755,1013.0897596774166,10581.570621608947,8971.107180738249,83.62664707373703,84.28406985904917,84.28406985904917,19.193478679010674
51,21538.597470741664,11145.203202088594,10393.39426865307,1026.9274806018566,11206.742572277497,10431.504793144119,83.93949789650586,85.05118127297993,85.05118127297993,20.97382519953447
52,23979.96368937307,12760.854913399256,11219.108775973813,1106.002460207821,12822.727896082453,11261.156814487142,84.32217822921376,85.00585050069235,85.00585050069235,21.68165492585538
53,25536.97805878097,12738.478058017125,12798.500000763845,1056.8805889766854,12794.127105771868,12831.604410053556,84.61527515012504,85.84441541976807,85.84441541976807,24.162595401157766
54,27685.187628490712,12371.52088403985,15313.66674445086,1058.883566733014,12432.132748291919,15337.341991953659,84.27877736100656,86.74033401558444,86.74033401558444,26.14563914133463
55,26190.731311269967,13787.705166406347,12403.02614486362,1024.0758741269292,13839.026061814202,12433.793344898308,85.00775017233798,85.91778385463388,85.91778385463388,25.574991046047973
